표준어	품사	세종태그	어깨번호	강원	경기	경남	경북	전남	전북	충남	충북	제주	평남	평북	함남	함북	황해	중국 길림성	중국 요령성	중국 흑룡강성	중앙아시아
동짓달	[명사][방언]	NNG	00_00_00	벤동짓달	 	 	 	 	 	 	 	 	 	오동짓달	 	 	 	 	 	 	 
동쪽	[명사][방언]	NNG	00_00_00	 	 	새짝, 동쭉	 	 	 	 	 	 	 	동켄	 	새, 새짝	 	 	 	 	 
동창회	[명사][방언]	NNG	00_00_00	 	 	동창헤	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
동치미	[명사][방언]	NNG	00_00_00	동지미, 무꾸동지미	 	 	 	 	 	동짐치, 동기미	동기미	 	동티미	동티미	 	 	 	 	 	 	 
동태	[명사][방언]	NNG	00_00_00	언태	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
동태	[명사][방언]	NNG	03_00_00	 	 	 	 	 	 	 	 	 	 	농태	 	 	 	 	 	 	 
동티	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	 	 	동투	 	 	 	 	 	 	 
동풍	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	 	 	 	 	동새풍	 	동새풍	 	 	 
동풍	[명사][방언]	NNG	02_00_00	동새, 새풍	녹새	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
동행	[명사][방언]	NNG	01_00_00	 	 	 	 	 	 	 	 	 	 	 	저패걸음	 	 	 	 	 	 
돛	[명사][방언]	NNG	00_00_00	 	 	도풍, 똧	도풍	 	 	 	 	 	 	 	 	 	 	 	 	도풍	 
돛	[명사][방언]	NNG	01_00_00	 	 	 	연장	 	 	 	 	 	 	돆	 	 	 	 	 	 	 
돛단배	[명사][방언]	NNG	00_00_00	 	 	똧단배	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
돛대	[명사][방언]	NNG	00_00_00	 	 	똧대	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
돛베	[명사][방언]	NNG	00_00_00	 	 	똧베	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
돛새치	[명사][방언]	NNG	00_00_00	 	 	 	배방치	 	 	 	 	 	 	 	 	 	 	 	 	 	 
돼먹다	[동사][방언]	VV	00_00_00	 	 	대묵다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
돼지	[명사][방언]	NNG	00_00_00	대지, 되지	 	똘또리, 대아지, 대야지, 대이지, 도아지, 도얘지, 되애지, 뒈지, 뒤애지	똘또지, 도돼지, 되애지, 되지, 두애지, 뒈지, 뒤애지	데아지, 누룩되야지, 대아지, 대야지, 돼야지, 되아지, 되지, 두애지, 두와지, 뒤아지, 뒤애지, 뒤야지, 디야지	돼야지, 되아지, 두아지, 두애지, 뒤아지, 뒤애지, 뒤야지	데야지, 돼아지, 뒈아지, 뒈지	뒈지	돗, 뒈야지, 도새기, 도세기, 족바리	도애지, 되애지	도애지, 되애지	돝	도투, 도티, 돝, 도트	 	뒤아지	 	 	 
돼지가죽	[명사][방언]	NNG	00_00_00	 	 	대지가죽	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
돼지감자	[명사][방언]	NNG	00_00_00	구덩감재, 구둥감재, 대지감재, 돼지감재	 	대지감자	대지감자	 	 	 	 	 	 	 	 	 	 	 	 	 	 
돼지거름	[명사][방언]	NNG	00_00_00	 	 	대지거름	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
돼지고기	[명사][방언]	NNG	00_00_00	대지고기	 	대지게기, 대지게이, 돝게기	 	대야지게기	대야지게기	 	 	돗고기, 돗궤기, 뒈야지고기, 뒈야지궤기	 	 	 	도투고기	 	 	 	 	 
돼지기름	[명사][방언]	NNG	00_00_00	 	 	대지지름	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
돼지꿈	[명사][방언]	NNG	00_00_00	 	 	대지꿈	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
돼지날	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	돗날	 	 	 	 	 	 	 	 	 
돼지띠	[명사][방언]	NNG	00_00_00	 	 	대지띠	 	 	 	 	 	돗헤치, 도세기헤치	 	 	 	 	 	 	 	 	 
돼지머리	[명사][방언]	NNG	00_00_00	뒈지머리	뒈지머리	대지두	대지머리	돼아지머리, 뒤아지머리	뒤아지머리, 뒤아지제두	 	대지머리	돼지더멩이	 	 	 	 	 	 	 	 	 
돼지비계	[명사][방언]	NNG	00_00_00	 	 	대지비게	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
돼지우리	[명사][방언]	NNG	00_00_00	돼지우리간	돼지우릿간	대아지마구, 대아지우리, 대야지집, 대지마구, 대지막, 대지우리, 돼지마구, 뒈지마구, 뒈지우리	대지우리, 대지울, 대지집, 대짓간	돼아지막, 돼지막, 되아지굴, 되아지마구, 되아지막, 되아지집, 되아지청, 되아지울청, 되아지울청막, 뒤아지막, 울청	돼지마구, 돼지막, 되아지굴, 되아지막, 되아지집, 되아지청, 되아지울청, 되아지울청막, 뒤아지막, 뒤아지우리, 뒤애지우리, 뒤애짓간, 울청	돼지막, 돼지울간	돼지막, 돼지우릿간, 돼지울간, 돼지집, 뒈지우리	돗통, 도세기집, 돗막, 돗집	 	 	 	도투굴, 도트굴	돼지우랑	 	 	 	 
돼지족탕	[명사][방언]	NNG	00_00_00	 	 	대지족탕	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
돼지죽	[명사][방언]	NNG	00_00_00	 	 	대지죽	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
돼지치기	[명사][방언]	NNG	00_00_00	 	 	대지치기	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
돼지털	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	돗솔	 	 	 	 	 	 	 	 	 
돼짓국	[명사][방언]	NNG	00_00_00	 	 	대지국	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되	[명사][방언]	NNG	00_00_00	 	 	대배기, 뒤배기, 디배이	뒈바기, 뒤배기	 	 	 	 	 	 	 	뒈바기	 	 	 	 	뒈바기	 
되	[명사][방언]	NNG	01_00_00	 	 	도배기, 되배기, 되배이, 디, 쌀도배기	도배기, 뒤, 디, 수대, 쌀도배기, 쪽되, 토뵈기	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되-	[접사][방언]	XPN	06_00_00	 	 	 	 	 	 	 	 	도	 	 	 	 	 	 	 	 	 
되가웃	[명사][방언]	NNG	00_00_00	되가옷	 	데가오, 데가옷, 되가옷	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되가지다	[동사][방언]	VV	00_00_00	 	 	데가지다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되감기다	[동사][방언]	VV	00_00_00	 	 	데감기다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되감다	[동사][방언]	VV	00_00_00	 	 	데감다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되게	[부사][방언]	MAG	00_00_00	뒤게	 	데기, 되기, 디기	 	뎁게, 디게	 	 	 	 	 	 	 	 	 	 	 	 	 
되곱쳐	[부사][방언]	MAG	00_00_00	되곱잡아, 되곱체, 되잡아	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되곱치다	[동사][방언]	VV	00_00_00	 	 	 	 	 	 	 	 	뒈고비치다	 	 	 	 	 	 	 	 	 
되넘기	[명사][방언]	NNG	00_00_00	 	 	 	되녕기	 	 	 	 	 	 	 	 	 	 	 	 	되녕기	 
되넘기다	[동사][방언]	VV	00_00_00	되늠기다	 	데넘구다	 	 	 	 	 	뒈넘기다, 뒈넴기다	 	 	 	 	 	 	 	 	 
되넘기장사	[명사][방언]	NNG	00_00_00	 	 	 	 	되베기장시	 	 	 	 	 	 	 	 	 	 	 	 	 
되놈	[명사][방언]	NNG	00_00_00	떼놈, 뙤눔	 	뎃놈, 땟놈, 데국놈, 때넘, 떼놈, 떼국넘, 뗀넘	때눔, 땟놈, 데넘, 때넘, 떼놈, 떼늠	 	 	뇌놈, 데늠, 떼놈, 뗏놈	됫놈, 떼놈	뒈놈	 	돼놈	 	대놈, 다놈	 	 	 	 	 
되눕다	[동사][방언]	VV	00_00_00	 	 	데눕다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되는대로	[부사][방언]	MAG	00_00_00	되나따나, 되는대루	 	데는대로	 	되는양	되는양	 	 	 	 	 	 	 	 	 	 	 	 
되다	[동사][방언]	VV	00_00_00	 	돼다	돼다	돼다	 	 	 	돼다	돼다	돼다	돼다	돼다	돼다	 	돼다	돼다	돼다	 
되다	[형용사][방언]	VA	04_00_00	 	 	뒤다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되도록	[부사][방언]	MAG	00_00_00	 	 	데도록, 데두룩	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되돌다	[동사][방언]	VV	00_00_00	 	 	데돌다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되돌리다	[동사][방언]	VV	00_00_00	 	 	데돌리다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되돌아가다	[동사][방언]	VV	00_00_00	되돌어가다	 	데돌아가다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되돌아들다	[동사][방언]	VV	00_00_00	되돌어들다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되돌아보다	[동사][방언]	VV	00_00_00	되돌어보다	 	데돌아보다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되돌아서다	[동사][방언]	VV	00_00_00	되돌아스다, 되돌어세다	 	데돌아서다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되돌아오다	[동사][방언]	VV	00_00_00	되돌어오다	 	데돌아오다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되들이	[명사][방언]	NNG	00_00_00	 	 	데들이	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되똑	[부사][방언]	MAG	00_00_00	 	 	떼똑	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되똑거리다	[동사][방언]	VV	00_00_00	 	 	 	 	 	 	 	 	 	 	때뚜막거리다	 	 	 	 	 	 	 
되똑대다	[동사][방언]	VV	00_00_00	 	 	 	 	 	 	 	 	 	 	때뚜막대다	 	 	 	 	 	 	 
되똑되똑	[부사][방언]	MAG	00_00_00	 	 	 	 	 	 	 	 	 	 	때뚜막때뚜막	 	 	 	 	 	 	 
되똑하다	[형용사][방언]	VA	00_00_00	 	 	떼똑하다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되똥되똥	[부사][방언]	MAG	00_00_00	 	 	 	 	된동된동	 	 	 	 	 	 	 	 	 	 	 	 	 
되레	[부사][방언]	MAG	00_00_00	 	 	 	 	 	 	 	되러	 	 	 	 	 	 	 	 	 	 
되말려들다	[동사][방언]	VV	00_00_00	 	 	데말리다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되먹히다	[동사][방언]	VV	00_00_00	되멕히다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되모시	[명사][방언]	NNG	00_00_00	 	 	데모시	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되묻다	[동사][방언]	VV	00_00_00	 	 	데묻다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되바꾸다	[동사][방언]	VV	00_00_00	올쿠다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되바라지다	[형용사][방언]	VA	00_00_00	되바래지다	 	데베지다	되라지다	 	 	 	 	뒈바라지다, 뒈밸라지다, 뒈벨라지다, 뒤벨라지다	 	발카디다	발카지다	 	 	 	 	 	 
되받다	[동사][방언]	VV	00_00_00	 	 	데받다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되받아넘기다	[동사][방언]	VV	00_00_00	 	 	데받아넘구다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되받아치다	[동사][방언]	VV	00_00_00	 	 	데받아치다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되살다	[동사][방언]	VV	00_00_00	 	 	데살다	 	 	 	 	 	뒈살다	 	 	 	 	 	 	 	 	 
되살리다	[동사][방언]	VV	00_00_00	 	 	데살리다	 	 	 	 	 	뒈살루다	 	 	 	 	 	 	 	 	 
되살아나다	[동사][방언]	VV	00_00_00	 	 	데살아나다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되살아오다	[동사][방언]	VV	00_00_00	 	 	데살아오다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되살피다	[동사][방언]	VV	00_00_00	 	 	데살피다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되삼키다	[동사][방언]	VV	00_00_00	 	 	데샘키다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되새기다	[동사][방언]	VV	00_00_00	 	 	데새기다, 데새기다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되새김	[명사][방언]	NNG	00_00_00	 	 	데새김	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되새김질	[명사][방언]	NNG	00_00_00	되새금질	 	데새김질	 	 	 	 	 	촐새김	 	 	 	 	 	 	 	 	 
되새김질하다	[동사][방언]	VV	00_00_00	 	 	데새김질하다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되새김하다	[동사][방언]	VV	00_00_00	 	 	데새김하다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되시	[부사][방언]	MAG	00_00_00	 	 	되시	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되쌓다	[동사][방언]	VV	00_00_00	 	 	데샇다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되쏘다	[동사][방언]	VV	00_00_00	 	 	데소다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되씹다	[동사][방언]	VV	00_00_00	 	 	깨씹다, 데십다, 데씹다	 	 	 	되꼽치다	되꼽치다	 	 	 	 	 	 	 	 	 	 
되씹히다	[동사][방언]	VV	00_00_00	 	 	데십히다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되알지다	[형용사][방언]	VA	00_00_00	 	 	되라지다	 	 	 	 	 	뒈알지다	 	 	되배지다	 	 	 	 	 	 
되오르다	[동사][방언]	VV	00_00_00	 	 	데오르다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되우	[부사][방언]	MAG	00_00_00	데워	대기, 데우	대기	대기	 	 	 	 	뒈게, 뒈우	되쎄이	되쎄, 되쎄이, 쎄우	되쎄우, 쎄우	되쎄우, 무쎄, 쎄기, 쎄우	되, 되쒜	 	 	 	 
되작거리다	[동사][방언]	VV	00_00_00	 	 	데작기리다	 	뙤작거리다, 뙤작글다, 뙤작씨다	뙤작거리다, 뙤작글다, 뙤작씨다	 	 	 	 	 	 	 	 	 	 	 	 
되작되작하다	[동사][방언]	VV	00_00_00	 	 	데작데작하다	 	뙤작뙤작허다	 	 	 	 	 	 	 	 	 	 	 	 	 
되작이다	[동사][방언]	VV	00_00_00	 	 	데작이다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되잖다	[형용사][방언]	VA	00_00_00	 	 	데잖다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되잡히다	[동사][방언]	VV	00_00_00	되잽히다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되지못하다	[형용사][방언]	VA	00_00_00	 	 	데지몬하다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되직하다	[형용사][방언]	VA	00_00_00	 	 	 	 	 	 	 	 	뒈직하다, 뒌직하다	 	 	 	 	 	 	 	 	 
되질	[명사][방언]	NNG	00_00_00	 	 	데질, 도배기질	 	 	 	 	 	뒈질	 	 	 	 	 	 	 	 	 
되질하다	[동사][방언]	VV	00_00_00	 	 	데질하다, 도배기질하다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되짚다	[동사][방언]	VV	00_00_00	 	 	데짚다	 	도짚다	 	 	 	 	 	 	 	 	 	 	 	 	 
되짚어가다	[동사][방언]	VV	00_00_00	 	 	데짚어가다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되쫓기다	[동사][방언]	VV	00_00_00	 	 	데쫓기다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되쫓다	[동사][방언]	VV	00_00_00	 	 	데쫓다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되차지하다	[동사][방언]	VV	00_00_00	 	 	데차지하다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되통스럽다	[형용사][방언]	VA	00_00_00	 	 	데통시럽다	대뚱시럽다	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되통스레	[부사][방언]	MAG	00_00_00	 	 	데통시리	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되팔기	[명사][방언]	NNG	00_00_00	 	 	데팔기	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되팔다	[동사][방언]	VV	00_00_00	 	 	데팔다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되풀다	[동사][방언]	VV	00_00_00	 	 	데풀다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되풀리다	[동사][방언]	VV	00_00_00	 	 	데풀리다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되풀이	[명사][방언]	NNG	00_00_00	 	 	데풀이	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되풀이되다	[동사][방언]	VV	00_00_00	 	 	데풀이데다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
되풀이하다	[동사][방언]	VV	00_00_00	 	 	데풀이하다	돼풀이하다, 디풀이하다	 	 	 	 	 	돼풀이하다	돼풀이하다	대풀이하다	돼풀이하다	 	돼풀이하다	돼풀이하다	대풀이하다, 돼풀이하다, 디풀이하다	 
되풀이하다	[동사][방언]	VV	01_00_00	 	 	 	 	 	 	 	 	 	 	곱채다	 	 	 	 	 	 	 
된김	[명사][방언]	NNG	00_00_00	 	 	 	 	 	된짐	 	 	 	 	 	 	 	 	 	 	 	 
된똥	[명사][방언]	NNG	00_00_00	 	 	덴똥	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
된맛	[명사][방언]	NNG	00_00_00	 	 	덴맛	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
된매	[명사][방언]	NNG	00_00_00	 	 	덴매	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
된바람	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	딘바람	 	 	 	 	 	 	 	 	 	 	 
된밥	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	뒌밥	 	 	 	 	 	 	 	 	 
된비알	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	된깔막	 	 	 	 	 	 	 	 	 	 
된서리	[명사][방언]	NNG	00_00_00	된내기	 	덴서리	 	댄써리, 덴서리, 덴설	댄써리	딘내기	 	뒌서리	 	 	 	 	 	 	 	 	 
된서방	[명사][방언]	NNG	00_00_00	된사나	 	덴서방	뒨서방	 	 	 	 	 	 	 	 	 	 	 	 	 	 
된장	[명사][방언]	NNG	00_00_00	댄장	댄장, 됀장	딘장, 디장	딘장, 데장, 디장	덴장	됀장	 	댄장, 디장	개미장, 뒌장, 장개미	재장, 댄장	재장, 댄장, 됀장	됀장, 뒌장	뒌장	땐장, 뙌장	댄장, 됀장, 뒌장	댄장, 됀장	댄장, 됀장, 디장	 
된장국	[명사][방언]	NNG	00_00_00	 	 	덴장국, 디장국	 	 	 	 	 	뒌장국, 뒌장쿡	 	 	 	 	 	 	 	 	 
된장찌개	[명사][방언]	NNG	00_00_00	 	 	덴장찌개	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
된죽	[명사][방언]	NNG	00_00_00	 	 	덴죽	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
된추위	[명사][방언]	NNG	00_00_00	 	 	덴추이	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
될동말동하다	[동사][방언]	VV	00_00_00	 	 	델동말동하다	 	 	 	될락말락하다, 될랑말랑하다	될락말락하다, 될랑말랑하다	 	 	 	 	 	 	 	 	 	 
될성부르다	[형용사][방언]	VA	00_00_00	 	 	 	 	 	 	 	 	뒐상부르다, 뒐상시프다, 뒐성부르다, 뒐성시프다	 	 	 	 	 	 	 	 	 
됨됨이	[명사][방언]	NNG	00_00_00	 	 	뎀뎀이	 	 	 	가닥지	가닥지	 	 	 	 	 	 	 	 	 	 
됫박	[명사][방언]	NNG	00_00_00	 	뎀박	뎃박	뒤박	되팍, 저벽지	 	데박	데박	 	됫배지, 돼박	되빼지, 됫배지, 돼박	 	 	 	데박	돼박	 	 
됫박질	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	뒈악질, 뒈약질	 	 	 	 	 	 	 	 	 
됫병	[명사][방언]	NNG	00_00_00	 	 	뎃베이	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
됫수	[명사][방언]	NNG	00_00_00	 	 	뎃수	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
됫술	[명사][방언]	NNG	00_00_00	 	 	뎃술	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
두가리	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	 	 	밥두거리	 	 	 	 	 	 	 
두견새	[명사][방언]	NNG	00_00_00	 	 	두건새	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
두견이	[명사][방언]	NNG	00_00_00	 	 	보꼴새, 접동새	보꼴새	 	 	 	 	 	 	 	 	 	 	 	 	 	 
두고두고	[부사][방언]	MAG	00_00_00	두구두구	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
두근두근	[부사][방언]	MAG	00_00_00	두근반두근반	 	두근반세근반	 	통게통게	 	 	 	또가또가, 또까또까	 	 	 	 	 	 	 	 	 
두근두근하다	[동사][방언]	VV	00_00_00	 	 	두근반세근반하다	 	도끈도끈허다, 통게통게허다	 	 	 	또가또가하다, 또까또까하다	 	 	 	 	 	 	 	 	 
두꺼비	[명사][방언]	NNG	00_00_00	먹저구리, 두꺼부, 두께비, 두꿰비, 뒤꺼부, 뚜꺼부	두꺼이비, 두께비, 두께이비, 두꿰비, 두뀌비	두테비, 뚜귀비, 두께비, 두끼비, 드끼비, 뚜구비, 뚜기비, 뚜꾸비	뚜게비, 두께비, 두끼비, 드끼비, 뚜거비, 뚜꾸비, 뚜뀌비	뚜께비, 두께비, 두끼비, 뚜끼비	두께비, 두끼비, 뚜끼비	두께비	두께비, 두끼비	두께비, 두체비	두께비	두터비, 두께비	두께비	두테비, 두께비	두께비, 두꾀비	두께비	 	두께비	 
두꺼비집	[명사][방언]	NNG	00_00_00	뚜꺼비집, 뚜께비집	 	뚜꺼비집, 뚜께비집	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
두껍다	[형용사][방언]	VA	00_00_00	뚜겁다, 뚜껍다	두겁다, 두꺼웁다, 두꼽다	두툽다, 두팁다, 뚜겁다, 뚜껍다, 뚜꿉다	뚜껍다	두꿉다, 뚜껍다, 뚜꿉다, 뚱갑다, 뚱겁다	두꿉다, 뚜껍다	뚜껍다	두꼽다, 뚜껍다	두덥다, 뚜껍다	더껍다	더껍다, 뚜껍다	두겁다	 	 	두겁다, 뚜껍다	더껍다, 뚜껍다	두겁다, 뚜껍다	 
두껍닫이	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	 	 	두터비집	 	 	 	 	 	 	 
두께	[명사][방언]	NNG	00_00_00	떠께, 떡지	 	두끼, 뚜께, 뚜꿉기	두껍이	두껍기, 뚜껍기, 뚜께	두꺼, 두끄, 두끼	 	뚜께	두껑, 두껭이, 두꿰, 두끼, 두엥이, 뚜께	 	두께이	두텡이	 	 	 	두께이	 	 
두께	[명사][방언]	NNG	01_00_00	뚜꾸	 	 	뚜꾸	 	 	 	 	 	 	 	 	 	 	 	 	 	 
두께	[명사][방언]	NNG	01_00_01	 	 	두꾸, 두꿉기, 두투	 	 	 	두테	 	두티	 	두꺼이	두테	두테	 	 	 	 	 
두뇌	[명사][방언]	NNG	00_00_00	 	 	두네	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
두다	[동사][방언]	VV	00_00_00	 	 	뚜다	 	내뚜다	 	 	 	 	 	 	 	 	 	 	 	뚜다	 
두다	[동사][방언]	VV	01_00_00	 	 	나뚜다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
두대박이	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	이대바지	 	 	 	 	 	 	 	 	 
두더지	[명사][방언]	NNG	00_00_00	두더쥐, 두덕지, 두제기, 뒤도지, 뒤디지	쥐더지	두데지, 두이지기, 뒤징이, 디지, 디디기, 디제기, 디지끼, 뚜지기	두던지, 뒤데기, 뒤저구, 뒤지구, 디더구, 디디기, 디제기, 디지끼, 뚜지기, 뚜지비, 뛰제기, 뛰지기, 띠지기	두주기, 뒤기, 뒤더지, 뒤데기, 뒤쥐기, 뒤쥥기, 뚜두지, 쥐데기, 쥐제기, 지제귀	두더쥐, 두두레기, 뚜두지	두더주, 두더쥐, 두두레기, 두들기, 디제기, 땅두디지, 땅쥐, 뚜더지	더더지, 두더쥐, 두두리기, 두뒤, 두디리기, 뚜더지, 주지기, 쥐드기, 쥐디기	늑다리, 오루, 오르	 	디더디, 디저지	뚜두지, 뚜뚜지, 뛰더지	뚜두치, 뚜뚜지	 	뚜더지, 뚜두지, 쥐더지	디더디, 디저지	디지끼, 뚜두지, 뚜지기	 
두더지	[명사][방언]	NNG	01_00_00	두재지, 두저기, 두지기, 뒤제기, 뒤지기, 뒤치기	두데기, 두도지, 두두기, 쥐도지	두디지, 뒤쥐, 뒤지기, 뒤지이, 디디이, 디지기	데데기, 두두기, 뒤디기, 뒤재기, 뒤쥐, 디저구, 디지기, 띠디기	두지기, 뒤지기	두쥐기, 두지기	두더기, 두디기, 두저기, 두지기	두디기, 두지기	두더니, 오로, 오로콤, 족, 지다리	두돼지	두돼지	따뚜지	따뚜지	 	 	 	 	 
두덜거리다	[동사][방언]	VV	00_00_00	 	 	 	두른거리다	두렁거리다	 	 	 	 	 	 	두두버리다	두두버리다	 	 	 	 	 
두덩	[명사][방언]	NNG	00_00_00	두뎅이	 	 	 	둔뎅이	 	 	 	 	 	 	 	 	 	 	 	 	 
두동	[명사][방언]	NNG	00_00_00	 	 	두짐	 	둑동	 	 	 	 	 	 	 	 	 	 	 	 	 
두동무니	[명사][방언]	NNG	00_00_00	 	두동무	두동제비, 두즘바리	 	두바리, 둑단지, 둑동바리, 둑짐바리	 	 	두동무이	두동메, 두동바리, 두동배기	 	 	 	 	 	 	 	 	 
두동베개	[명사][방언]	NNG	00_00_00	두동벼개, 두동비개	 	 	두통비개	 	 	 	 	 	 	 	 	 	 	 	 	 	 
두동사니	[명사][방언]	NNG	00_00_00	 	두동산	두동사이, 두짐사리, 두짐사이	 	두동생이, 두짐사니, 둑동사니, 둑동생이, 둑짐사니	두동산, 두동새니	두동산	 	 	 	 	 	 	 	 	 	 	 
두두	[감탄사][방언]	IC	00_00_00	 	 	 	 	 	 	 	 	시	 	 	 	 	 	 	 	 	 
두둑	[명사][방언]	NNG	00_00_00	떠덕	 	대부둘, 두득, 두룩, 떠덩, 뚜둑	두둠, 두룩	두득, 두룩	 	두득	 	두득	 	 	 	 	 	 	 	 	 
두둑	[명사][방언]	NNG	01_00_00	두덕, 두럭	 	두름, 뜨룸	던둑, 두더륵, 두듬, 두털, 뜨럼, 뜨룸	 	 	 	 	 	 	 	 	 	 	 	 	 	 
두둑보리	[명사][방언]	NNG	00_00_00	 	 	등보리	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
